@relation TrainingData.arff

@attribute Aluminium numeric
@attribute Krzem numeric
@attribute Magnez numeric
@attribute Miedz numeric
@attribute Cynk numeric
@attribute Cyna numeric
@attribute Nikiel numeric
@attribute Zelazo numeric
@attribute Olow numeric
@attribute TemperaturaWytapiania numeric
@attribute CzasWytapiania numeric
@attribute TemperaturaStudzenia numeric
@attribute CzasPodgrzewania numeric
@attribute TemperaturaStudzenia2 numeric
@attribute CzasPodgrzewania2 numeric
@attribute StopieńUszlachetniania numeric
@attribute Jakość numeric

@data
80,15,5,0,0,0,0,0,0,1632,58,915,16,412,26,5,56.242713
80,15,5,0,0,0,0,0,0,1212,56,784,23,426,23,5,49.434471
80,15,5,0,0,0,0,0,0,1421,42,901,5,420,25,4,58.569907
80,15,5,0,0,0,0,0,0,1333,47,790,18,503,34,2,53.08836
80,15,5,0,0,0,0,0,0,1527,63,1028,8,536,26,5,49.665156
80,15,5,0,0,0,0,0,0,1245,49,818,23,325,23,5,66.990976
80,15,5,0,0,0,0,0,0,1265,54,878,8,426,25,4,58.945547
80,15,5,0,0,0,0,0,0,1350,42,869,19,430,38,1,46.125112
80,15,5,0,0,0,0,0,0,1505,40,1085,10,485,27,1,45.484746
80,15,5,0,0,0,0,0,0,1323,58,883,22,450,28,2,47.296549
80,15,5,0,0,0,0,0,0,1502,45,874,19,459,23,1,56.455198
80,15,5,0,0,0,0,0,0,1623,39,1143,5,687,26,4,56.256816
80,15,5,0,0,0,0,0,0,1678,64,1157,13,476,13,5,52.951782
80,15,5,0,0,0,0,0,0,1638,40,1071,8,487,37,1,59.194381
80,15,5,0,0,0,0,0,0,1392,56,988,10,388,13,3,57.589449
80,15,5,0,0,0,0,0,0,1643,44,959,19,627,18,1,62.927027
80,15,5,0,0,0,0,0,0,1291,46,848,23,524,30,1,54.046328
80,15,5,0,0,0,0,0,0,1566,64,1009,15,479,35,4,46.21886
80,15,5,0,0,0,0,0,0,1240,46,798,10,482,10,4,56.915305
80,15,5,0,0,0,0,0,0,1622,38,1150,5,637,14,5,56.720759
80,15,5,0,0,0,0,0,0,1488,45,906,13,386,26,2,63.901284
80,15,5,0,0,0,0,0,0,1304,45,815,14,523,19,3,53.704564
80,15,5,0,0,0,0,0,0,1485,47,1120,9,586,29,1,55.793657
80,15,5,0,0,0,0,0,0,1562,53,1235,23,495,28,4,66.138674
80,15,5,0,0,0,0,0,0,1284,56,794,6,436,33,5,51.775534
80,15,5,0,0,0,0,0,0,1311,52,774,7,503,38,4,57.830896
80,15,5,0,0,0,0,0,0,1447,42,1072,6,527,24,4,49.947911
80,15,5,0,0,0,0,0,0,1371,56,841,11,440,15,1,47.613128
80,15,5,0,0,0,0,0,0,1550,58,1140,13,402,36,1,50.627063
80,15,5,0,0,0,0,0,0,1583,46,866,23,489,17,2,58.515415
80,15,5,0,0,0,0,0,0,1564,44,908,13,532,17,3,62.391965
80,15,5,0,0,0,0,0,0,1317,47,1007,18,475,11,3,51.812044
80,15,5,0,0,0,0,0,0,1431,41,1036,17,521,27,2,43.575843
80,15,5,0,0,0,0,0,0,1585,40,1145,13,508,18,3,53.452388
80,15,5,0,0,0,0,0,0,1433,41,994,6,379,14,3,56.803201
80,15,5,0,0,0,0,0,0,1641,44,1245,9,500,38,3,62.130946
80,15,5,0,0,0,0,0,0,1627,43,994,10,598,37,3,67.353769
80,15,5,0,0,0,0,0,0,1676,38,1141,8,669,15,3,56.614597
80,15,5,0,0,0,0,0,0,1206,43,802,7,418,20,5,50.786664
80,15,5,0,0,0,0,0,0,1373,57,866,19,416,30,2,50.315424
80,15,5,0,0,0,0,0,0,1328,50,1026,21,411,21,4,58.02784
80,15,5,0,0,0,0,0,0,1163,50,751,18,349,28,4,55.851643
80,15,5,0,0,0,0,0,0,1426,53,1125,12,593,22,3,56.901611
80,15,5,0,0,0,0,0,0,1479,44,894,15,445,29,1,56.761407
80,15,5,0,0,0,0,0,0,1251,43,847,18,393,30,4,51.387246
80,15,5,0,0,0,0,0,0,1525,56,1204,10,418,23,5,60.643286
80,15,5,0,0,0,0,0,0,1319,53,929,21,521,26,2,59.01838
80,15,5,0,0,0,0,0,0,1403,62,907,18,516,21,5,45.308268
80,15,5,0,0,0,0,0,0,1655,49,1297,14,681,26,1,63.686515
80,15,5,0,0,0,0,0,0,1342,54,805,18,386,24,5,58.275482
80,15,5,0,0,0,0,0,0,1347,46,814,19,345,16,5,62.265443
80,15,5,0,0,0,0,0,0,1684,61,1041,19,647,33,5,58.200904
80,15,5,0,0,0,0,0,0,1626,60,1150,16,607,34,2,53.40961
80,15,5,0,0,0,0,0,0,1569,62,1085,9,509,13,4,50.722684
80,15,5,0,0,0,0,0,0,1380,50,1060,10,581,27,3,57.341173
80,15,5,0,0,0,0,0,0,1224,52,812,20,452,20,1,53.814596
80,15,5,0,0,0,0,0,0,1614,43,1183,21,444,38,5,69.020163
80,15,5,0,0,0,0,0,0,1569,46,865,24,488,23,2,58.723918
80,15,5,0,0,0,0,0,0,1297,48,968,11,518,18,5,59.019632
80,15,5,0,0,0,0,0,0,1395,49,818,6,381,23,2,59.174125
80,15,5,0,0,0,0,0,0,1374,58,914,18,503,11,3,51.614021
80,15,5,0,0,0,0,0,0,1400,42,928,23,559,12,2,51.69946
80,15,5,0,0,0,0,0,0,1590,51,1252,17,474,12,1,60.971421
80,15,5,0,0,0,0,0,0,1376,45,997,23,449,17,3,56.977321
80,15,5,0,0,0,0,0,0,1228,55,748,7,400,21,5,47.748522
80,15,5,0,0,0,0,0,0,1510,51,849,5,537,25,1,59.732012
80,15,5,0,0,0,0,0,0,1593,37,1073,12,564,34,3,50.673149
80,15,5,0,0,0,0,0,0,1261,51,805,6,489,19,4,62.947923
80,15,5,0,0,0,0,0,0,1601,57,1003,23,643,35,2,64.637051
80,15,5,0,0,0,0,0,0,1680,47,1328,16,737,22,3,69.655393
80,15,5,0,0,0,0,0,0,1192,49,738,7,413,21,5,57.46872
80,15,5,0,0,0,0,0,0,1546,63,985,21,609,24,4,46.877209
80,15,5,0,0,0,0,0,0,1603,49,1251,5,568,39,5,74.70311
80,15,5,0,0,0,0,0,0,1393,48,1019,24,486,20,3,61.902143
80,15,5,0,0,0,0,0,0,1377,50,796,8,368,39,5,64.160823
80,15,5,0,0,0,0,0,0,1464,48,1113,21,500,28,3,60.430588
80,15,5,0,0,0,0,0,0,1522,54,1139,19,500,29,1,57.100787
80,15,5,0,0,0,0,0,0,1513,50,1157,16,603,15,5,69.212957
80,15,5,0,0,0,0,0,0,1377,46,857,18,530,28,5,66.936045
80,15,5,0,0,0,0,0,0,1483,47,1138,10,440,22,5,67.052213
80,15,5,0,0,0,0,0,0,1474,46,1068,21,538,28,2,61.326526
80,15,5,0,0,0,0,0,0,1469,51,873,13,426,38,2,66.038937
80,15,5,0,0,0,0,0,0,1662,54,1241,18,623,33,5,72.624115
80,15,5,0,0,0,0,0,0,1354,50,840,22,532,29,2,63.210468
80,15,5,0,0,0,0,0,0,1341,47,917,15,372,33,4,70.419371
80,15,5,0,0,0,0,0,0,1485,47,1085,16,381,37,4,70.262314
80,15,5,0,0,0,0,0,0,1282,50,877,14,467,14,4,67.259265
80,15,5,0,0,0,0,0,0,1646,43,1170,10,453,29,4,74.474295
80,15,5,0,0,0,0,0,0,1503,56,979,18,386,24,4,68.240655
80,15,5,0,0,0,0,0,0,1354,50,801,16,405,13,5,64.241465
80,15,5,0,0,0,0,0,0,1465,52,1118,13,478,22,3,60.42068
80,15,5,0,0,0,0,0,0,1647,55,977,11,504,35,5,73.858938
80,15,5,0,0,0,0,0,0,1645,57,1009,21,550,29,3,66.653202
80,15,5,0,0,0,0,0,0,1665,51,1267,17,657,20,4,72.067214
80,15,5,0,0,0,0,0,0,1471,41,971,18,600,19,3,54.65813
80,15,5,0,0,0,0,0,0,1336,44,853,13,480,29,5,61.004646
80,15,5,0,0,0,0,0,0,1632,48,1221,20,630,28,2,65.317331
80,15,5,0,0,0,0,0,0,1418,58,941,22,517,24,4,56.48119
80,15,5,0,0,0,0,0,0,1602,47,925,14,461,27,3,70.960894
80,15,5,0,0,0,0,0,0,1497,46,981,7,381,29,1,71.836905
80,15,5,0,0,0,0,0,0,1663,60,1149,15,633,29,3,59.955991
80,15,5,0,0,0,0,0,0,1486,45,971,18,392,32,2,69.424574
80,15,5,0,0,0,0,0,0,1640,48,955,8,557,15,1,71.327492
80,15,5,0,0,0,0,0,0,1249,50,822,5,442,14,4,64.885079
80,15,5,0,0,0,0,0,0,1639,42,1114,21,528,37,5,74.005159
80,15,5,0,0,0,0,0,0,1537,45,1103,12,622,33,3,64.967957
80,15,5,0,0,0,0,0,0,1687,48,1271,6,604,37,1,65.122587
80,15,5,0,0,0,0,0,0,1492,53,944,11,600,39,3,72.808014
80,15,5,0,0,0,0,0,0,1559,52,1084,12,434,12,1,75.869302
80,15,5,0,0,0,0,0,0,1388,42,969,18,449,14,5,58.736685
80,15,5,0,0,0,0,0,0,1354,47,901,7,540,11,5,72.31216
80,15,5,0,0,0,0,0,0,1654,61,1112,16,420,26,4,59.400915
80,15,5,0,0,0,0,0,0,1402,47,977,14,389,17,3,71.056283
80,15,5,0,0,0,0,0,0,1486,44,1014,23,560,36,5,70.425799
80,15,5,0,0,0,0,0,0,1571,52,1164,8,566,32,2,64.939702
80,15,5,0,0,0,0,0,0,1574,50,1198,12,446,25,3,66.323903
80,15,5,0,0,0,0,0,0,1526,54,1170,13,476,15,3,59.136473
80,15,5,0,0,0,0,0,0,1666,58,1099,8,443,23,4,70.325038
80,15,5,0,0,0,0,0,0,1673,52,923,13,524,24,1,65.465987
80,15,5,0,0,0,0,0,0,1681,42,1047,7,620,38,4,70.236748
80,15,5,0,0,0,0,0,0,1461,51,865,20,560,32,1,63.437023
80,15,5,0,0,0,0,0,0,1544,54,1000,5,451,34,4,76.337116
80,15,5,0,0,0,0,0,0,1413,51,1020,14,571,24,1,61.691816
80,15,5,0,0,0,0,0,0,1685,57,1206,8,572,16,2,65.740401
80,15,5,0,0,0,0,0,0,1650,49,897,15,505,14,3,67.284198
80,15,5,0,0,0,0,0,0,1344,46,893,16,483,17,2,62.260683
80,15,5,0,0,0,0,0,0,1547,48,1147,17,389,14,5,73.996198
80,15,5,0,0,0,0,0,0,1531,54,1117,17,485,20,2,63.577393
80,15,5,0,0,0,0,0,0,1486,52,1010,22,402,13,1,73.64655
80,15,5,0,0,0,0,0,0,1347,49,818,8,514,12,5,67.55207
80,15,5,0,0,0,0,0,0,1387,49,1038,15,515,37,4,61.624512
80,15,5,0,0,0,0,0,0,1504,44,1060,19,420,13,3,67.962863
80,15,5,0,0,0,0,0,0,1526,44,959,18,494,36,1,63.331106
80,15,5,0,0,0,0,0,0,1537,47,1175,15,550,26,5,68.661568
80,15,5,0,0,0,0,0,0,1218,47,822,15,375,23,4,60.611693
80,15,5,0,0,0,0,0,0,1322,50,905,5,436,24,3,68.954163
80,15,5,0,0,0,0,0,0,1645,44,929,14,465,22,4,67.005317
80,15,5,0,0,0,0,0,0,1585,56,1048,24,604,13,4,72.247075
80,15,5,0,0,0,0,0,0,1518,42,1018,10,479,30,3,63.918037
80,15,5,0,0,0,0,0,0,1440,55,959,5,412,18,1,63.971591
80,15,5,0,0,0,0,0,0,1491,46,1026,12,625,12,2,69.494143
80,15,5,0,0,0,0,0,0,1629,43,1033,10,472,30,1,67.971512
80,15,5,0,0,0,0,0,0,1430,53,864,14,380,30,3,63.757103
80,15,5,0,0,0,0,0,0,1666,56,1144,19,697,33,2,72.582219
80,15,5,0,0,0,0,0,0,1376,45,912,8,536,35,3,63.736341
80,15,5,0,0,0,0,0,0,1508,59,1043,19,555,25,3,55.151639
80,15,5,0,0,0,0,0,0,1547,39,1064,15,586,21,5,57.846551
80,15,5,0,0,0,0,0,0,1416,47,987,10,423,35,2,69.573162
80,15,5,0,0,0,0,0,0,1643,43,1083,18,663,28,4,72.876161
80,15,5,0,0,0,0,0,0,1661,50,1279,11,486,15,2,66.051817
80,15,5,0,0,0,0,0,0,1640,49,921,16,482,20,2,68.945866
80,15,5,0,0,0,0,0,0,1628,43,978,18,531,31,2,64.173985
80,15,5,0,0,0,0,0,0,1605,48,976,12,570,15,3,77.070991
80,15,5,0,0,0,0,0,0,1370,51,959,10,443,29,3,69.560936
80,15,5,0,0,0,0,0,0,1567,48,971,12,622,38,3,76.885155
80,15,5,0,0,0,0,0,0,1599,47,982,7,537,17,3,76.786186
80,15,5,0,0,0,0,0,0,1675,44,1164,5,587,19,5,82.724933
80,15,5,0,0,0,0,0,0,1666,58,1138,19,521,29,4,70.699943
80,15,5,0,0,0,0,0,0,1647,57,1188,15,569,18,5,68.953376
80,15,5,0,0,0,0,0,0,1562,57,1041,24,443,29,5,70.799849
80,15,5,0,0,0,0,0,0,1611,47,992,22,599,20,5,80.384835
80,15,5,0,0,0,0,0,0,1678,42,1136,10,550,21,3,72.197925
80,15,5,0,0,0,0,0,0,1455,53,927,17,400,12,5,74.086033
80,15,5,0,0,0,0,0,0,1552,54,990,14,600,25,2,72.172357
80,15,5,0,0,0,0,0,0,1540,51,1049,10,607,20,3,78.934845
80,15,5,0,0,0,0,0,0,1640,52,1102,24,484,26,2,80.988964
80,15,5,0,0,0,0,0,0,1398,49,961,13,522,16,1,68.768864
80,15,5,0,0,0,0,0,0,1375,53,907,18,457,25,2,66.194392
80,15,5,0,0,0,0,0,0,1464,52,937,13,556,35,2,72.011027
80,15,5,0,0,0,0,0,0,1488,49,908,18,563,24,2,70.284023
80,15,5,0,0,0,0,0,0,1676,52,1183,13,526,39,1,77.740901
80,15,5,0,0,0,0,0,0,1357,50,929,18,470,32,5,74.733297
80,15,5,0,0,0,0,0,0,1468,45,969,13,524,19,5,74.257955
80,15,5,0,0,0,0,0,0,1445,44,927,16,476,23,5,68.653627
80,15,5,0,0,0,0,0,0,1636,47,1165,11,563,37,5,82.640873
80,15,5,0,0,0,0,0,0,1670,50,965,24,461,16,5,78.816375
80,15,5,0,0,0,0,0,0,1461,54,969,6,528,22,4,72.551019
80,15,5,0,0,0,0,0,0,1649,41,1104,16,551,25,5,71.285319
80,15,5,0,0,0,0,0,0,1582,48,1178,13,469,17,4,71.074285
80,15,5,0,0,0,0,0,0,1524,53,1040,16,629,36,2,73.783174
80,15,5,0,0,0,0,0,0,1515,51,1080,16,595,27,1,68.951232
80,15,5,0,0,0,0,0,0,1646,56,1075,24,639,16,5,76.858092
80,15,5,0,0,0,0,0,0,1647,51,1178,19,665,31,4,79.166057
80,15,5,0,0,0,0,0,0,1605,52,1056,20,459,12,4,82.248179
80,15,5,0,0,0,0,0,0,1589,49,981,10,449,11,2,76.336543
80,15,5,0,0,0,0,0,0,1355,49,891,12,382,27,3,70.725995
80,15,5,0,0,0,0,0,0,1566,46,1083,21,555,38,3,75.33267
80,15,5,0,0,0,0,0,0,1406,46,934,10,543,17,5,73.265517
80,15,5,0,0,0,0,0,0,1582,48,1076,12,477,24,2,79.748047
80,15,5,0,0,0,0,0,0,1566,54,1000,17,585,11,4,75.576782
80,15,5,0,0,0,0,0,0,1611,51,1185,8,457,22,4,74.322681
80,15,5,0,0,0,0,0,0,1631,52,1003,8,415,32,5,81.687885
80,15,5,0,0,0,0,0,0,1627,46,1131,17,608,16,4,80.255928
80,15,5,0,0,0,0,0,0,1398,51,926,15,431,28,1,69.57656
80,15,5,0,0,0,0,0,0,1659,55,1202,14,489,22,4,72.835537
80,15,5,0,0,0,0,0,0,1488,50,928,22,374,18,4,75.710604
80,15,5,0,0,0,0,0,0,1425,49,969,21,497,26,1,70.921671
80,15,5,0,0,0,0,0,0,1604,52,1017,22,633,37,3,79.222118
80,15,5,0,0,0,0,0,0,1551,52,1032,7,575,33,4,81.05378
80,15,5,0,0,0,0,0,0,1544,45,965,21,510,12,5,74.74442
80,15,5,0,0,0,0,0,0,1426,57,951,16,440,27,4,61.155598
80,15,5,0,0,0,0,0,0,1493,50,914,19,449,18,3,72.561298
80,15,5,0,0,0,0,0,0,1526,52,1053,22,509,20,1,74.274581
80,15,5,0,0,0,0,0,0,1578,47,998,11,612,27,2,75.60814
80,15,5,0,0,0,0,0,0,1611,51,1170,23,507,27,4,76.069916
80,15,5,0,0,0,0,0,0,1644,49,1194,22,630,13,4,76.591779
80,15,5,0,0,0,0,0,0,1456,50,888,17,425,31,4,72.587559
80,15,5,0,0,0,0,0,0,1569,48,954,21,529,25,5,79.136493
80,15,5,0,0,0,0,0,0,1529,55,1075,16,450,22,4,71.498323
80,15,5,0,0,0,0,0,0,1443,48,886,9,488,16,4,71.82029
80,15,5,0,0,0,0,0,0,1689,55,1199,16,644,38,3,74.525919
80,15,5,0,0,0,0,0,0,1624,56,1057,15,548,18,2,70.980778
80,15,5,0,0,0,0,0,0,1607,46,1080,13,508,15,2,77.947961
80,15,5,0,0,0,0,0,0,1516,52,1065,7,631,16,5,77.886205
80,15,5,0,0,0,0,0,0,1400,51,915,5,549,25,3,72.331688
80,15,5,0,0,0,0,0,0,1573,57,1031,11,409,25,5,70.929433
80,15,5,0,0,0,0,0,0,1396,49,869,20,528,19,5,72.779457
80,15,5,0,0,0,0,0,0,1503,45,984,16,532,36,1,67.267913
80,15,5,0,0,0,0,0,0,1570,48,1096,8,460,16,5,84.3049
80,15,5,0,0,0,0,0,0,1644,49,1194,9,419,27,3,76.855508
80,15,5,0,0,0,0,0,0,1442,48,920,12,542,17,4,74.61913
80,15,5,0,0,0,0,0,0,1574,56,1064,20,521,20,4,72.53504
80,15,5,0,0,0,0,0,0,1602,52,1179,17,436,16,4,72.968518
80,15,5,0,0,0,0,0,0,1347,50,843,7,458,16,5,70.784214
80,15,5,0,0,0,0,0,0,1657,57,1110,14,550,17,3,71.57224
80,15,5,0,0,0,0,0,0,1453,53,1023,24,519,35,5,73.431829
80,15,5,0,0,0,0,0,0,1595,45,1134,24,536,33,5,76.706014
80,15,5,0,0,0,0,0,0,1579,48,985,21,620,11,5,81.081827
80,15,5,0,0,0,0,0,0,1667,53,1158,12,631,17,3,80.500599
80,15,5,0,0,0,0,0,0,1669,49,1011,23,587,12,3,79.469697
80,15,5,0,0,0,0,0,0,1643,49,973,19,462,14,5,80.189615
80,15,5,0,0,0,0,0,0,1396,50,994,10,414,12,5,74.046364
80,15,5,0,0,0,0,0,0,1537,51,1101,13,513,22,3,73.50076
80,15,5,0,0,0,0,0,0,1676,48,1048,15,656,31,5,85.344828
80,15,5,0,0,0,0,0,0,1522,51,983,13,620,16,5,81.463658
80,15,5,0,0,0,0,0,0,1637,46,1100,22,500,19,5,84.787899
80,15,5,0,0,0,0,0,0,1609,51,1121,23,610,34,5,84.543941
80,15,5,0,0,0,0,0,0,1591,52,1040,18,581,32,2,78.677865
80,15,5,0,0,0,0,0,0,1543,50,981,13,617,12,4,79.875148
80,15,5,0,0,0,0,0,0,1678,50,1021,17,635,37,4,82.397949
80,15,5,0,0,0,0,0,0,1545,51,1007,18,471,24,5,82.910739
80,15,5,0,0,0,0,0,0,1663,50,1229,11,592,24,5,78.17305
80,15,5,0,0,0,0,0,0,1657,48,1093,14,451,19,3,83.648265
80,15,5,0,0,0,0,0,0,1443,50,948,12,417,36,5,80.057104
80,15,5,0,0,0,0,0,0,1659,51,1070,21,464,15,5,85.976725
80,15,5,0,0,0,0,0,0,1683,55,1100,17,515,20,5,81.554899
80,15,5,0,0,0,0,0,0,1611,50,1172,15,507,26,5,79.183511
80,15,5,0,0,0,0,0,0,1639,54,1088,14,465,24,5,82.95352
80,15,5,0,0,0,0,0,0,1564,50,1019,20,549,27,3,80.186689
80,15,5,0,0,0,0,0,0,1559,52,1072,19,444,28,4,81.065903
80,15,5,0,0,0,0,0,0,1614,50,1111,21,524,23,4,84.076237
80,15,5,0,0,0,0,0,0,1644,54,1130,20,539,33,5,83.384973
80,15,5,0,0,0,0,0,0,1474,51,978,14,426,17,5,80.713255
80,15,5,0,0,0,0,0,0,1486,50,1041,13,432,18,5,80.478802
80,15,5,0,0,0,0,0,0,1495,53,968,13,473,27,4,75.819073
80,15,5,0,0,0,0,0,0,1563,52,1063,11,526,22,5,83.569269
80,15,5,0,0,0,0,0,0,1400,49,946,13,418,35,4,76.070301
80,15,5,0,0,0,0,0,0,1638,48,1068,14,513,17,5,86.425811
80,15,5,0,0,0,0,0,0,1532,53,1006,20,559,19,5,79.7113
80,15,5,0,0,0,0,0,0,1416,52,936,19,435,13,5,76.101579
80,15,5,0,0,0,0,0,0,1600,53,1103,10,513,22,4,80.949252
80,15,5,0,0,0,0,0,0,1676,53,1102,22,662,28,5,85.917396
80,15,5,0,0,0,0,0,0,1680,50,1074,24,617,33,3,83.227263
80,15,5,0,0,0,0,0,0,1668,50,1196,16,642,36,4,80.26542
80,15,5,0,0,0,0,0,0,1643,50,1178,13,546,10,2,76.047339
80,15,5,0,0,0,0,0,0,1408,49,946,20,473,32,4,75.62609
80,15,5,0,0,0,0,0,0,1593,53,1107,11,525,21,4,79.946958
80,15,5,0,0,0,0,0,0,1579,44,1053,16,528,14,5,77.641091
80,15,5,0,0,0,0,0,0,1572,51,1042,21,577,22,3,80.443049
80,15,5,0,0,0,0,0,0,1640,48,1081,19,511,38,4,84.611707
80,15,5,0,0,0,0,0,0,1651,55,1104,21,612,24,5,81.155798
80,15,5,0,0,0,0,0,0,1558,51,1041,24,514,26,4,81.909594
80,15,5,0,0,0,0,0,0,1484,49,969,12,383,28,5,81.606873
80,15,5,0,0,0,0,0,0,1588,50,1032,24,622,37,5,84.699042
80,15,5,0,0,0,0,0,0,1678,46,1094,12,542,13,4,83.481666
80,15,5,0,0,0,0,0,0,1489,48,979,10,424,26,5,81.633866
80,15,5,0,0,0,0,0,0,1447,51,992,19,481,22,5,78.918485
80,15,5,0,0,0,0,0,0,1535,50,1091,15,446,15,4,78.239305
80,15,5,0,0,0,0,0,0,1659,53,1045,14,580,23,3,79.397887
80,15,5,0,0,0,0,0,0,1500,51,1017,13,515,30,2,76.386918
80,15,5,0,0,0,0,0,0,1686,48,1159,21,440,29,5,89.117876
80,15,5,0,0,0,0,0,0,1488,47,1003,20,456,27,5,80.12843
80,15,5,0,0,0,0,0,0,1679,49,1098,17,527,10,2,82.685382
80,15,5,0,0,0,0,0,0,1631,50,1031,9,452,20,4,82.989971
80,15,5,0,0,0,0,0,0,1503,49,980,12,555,20,4,79.583809
80,15,5,0,0,0,0,0,0,1552,50,1008,19,423,28,3,79.87039
80,15,5,0,0,0,0,0,0,1454,51,944,10,541,31,5,79.117797
80,15,5,0,0,0,0,0,0,1521,50,970,15,610,35,4,79.365964
80,15,5,0,0,0,0,0,0,1487,49,1020,17,490,13,5,81.38856
80,15,5,0,0,0,0,0,0,1645,51,1093,9,595,19,1,80.605013
80,15,5,0,0,0,0,0,0,1543,50,981,6,610,26,5,82.527506
80,15,5,0,0,0,0,0,0,1517,49,978,17,496,26,2,76.223543
80,15,5,0,0,0,0,0,0,1538,52,1052,17,525,14,4,79.777849
80,15,5,0,0,0,0,0,0,1659,50,1191,15,552,22,4,80.568576
80,15,5,0,0,0,0,0,0,1597,53,1067,22,510,22,4,81.036936
80,15,5,0,0,0,0,0,0,1662,54,1043,14,505,29,5,80.889045
80,15,5,0,0,0,0,0,0,1613,49,1059,10,520,15,5,86.461279
80,15,5,0,0,0,0,0,0,1582,48,1034,23,553,36,5,84.00534
80,15,5,0,0,0,0,0,0,1595,48,1090,9,554,25,4,83.403573
80,15,5,0,0,0,0,0,0,1544,46,1012,13,499,23,4,78.291757
80,15,5,0,0,0,0,0,0,1591,50,1117,13,584,21,5,83.700306
80,15,5,0,0,0,0,0,0,1579,50,1078,23,518,35,1,78.308959
80,15,5,0,0,0,0,0,0,1623,48,1050,9,543,34,5,85.927828
80,15,5,0,0,0,0,0,0,1562,48,996,12,468,22,5,82.724954
80,15,5,0,0,0,0,0,0,1475,50,1029,22,516,33,4,76.810005
80,15,5,0,0,0,0,0,0,1639,47,1056,18,575,16,3,80.532132
80,15,5,0,0,0,0,0,0,1677,50,1161,10,681,28,4,85.848603
80,15,5,0,0,0,0,0,0,1606,49,1039,15,597,25,3,81.391199
80,15,5,0,0,0,0,0,0,1495,46,983,17,489,24,4,75.699126
80,15,5,0,0,0,0,0,0,1648,50,1068,23,606,15,5,86.502096
80,15,5,0,0,0,0,0,0,1556,49,1016,10,561,36,4,82.12069
80,15,5,0,0,0,0,0,0,1559,51,1057,17,546,19,1,77.306389
80,15,5,0,0,0,0,0,0,1677,50,1109,19,624,36,4,86.448177
80,15,5,0,0,0,0,0,0,1594,50,1065,13,506,26,3,82.288867
80,15,5,0,0,0,0,0,0,1659,50,1112,24,529,26,5,88.180466
80,15,5,0,0,0,0,0,0,1639,52,1063,14,555,26,4,83.265385
80,15,5,0,0,0,0,0,0,1583,50,1047,15,501,23,1,78.857119
80,15,5,0,0,0,0,0,0,1674,51,1165,15,582,26,3,82.983656
80,15,5,0,0,0,0,0,0,1663,48,1124,17,535,12,5,88.264571
80,15,5,0,0,0,0,0,0,1633,51,1126,15,538,24,4,84.414805
80,15,5,0,0,0,0,0,0,1503,50,1009,18,478,38,5,82.80714
80,15,5,0,0,0,0,0,0,1601,50,1068,15,655,14,5,86.166982
80,15,5,0,0,0,0,0,0,1483,52,981,13,486,25,5,79.905835
80,15,5,0,0,0,0,0,0,1689,50,1121,9,593,37,5,89.688335
80,15,5,0,0,0,0,0,0,1582,51,1056,16,600,22,4,82.839102
80,15,5,0,0,0,0,0,0,1681,49,1142,20,605,25,5,89.226038
80,15,5,0,0,0,0,0,0,1644,49,1080,16,547,26,4,85.154332
80,15,5,0,0,0,0,0,0,1668,50,1152,11,566,13,5,88.603468
80,15,5,0,0,0,0,0,0,1558,50,1042,23,506,23,4,82.375905
80,15,5,0,0,0,0,0,0,1651,49,1120,10,508,21,5,88.640919
80,15,5,0,0,0,0,0,0,1669,49,1097,12,581,28,5,88.421657
80,15,5,0,0,0,0,0,0,1613,50,1084,18,600,17,4,84.37094
80,15,5,0,0,0,0,0,0,1624,50,1073,14,597,26,5,87.007503
80,15,5,0,0,0,0,0,0,1557,50,1060,14,540,18,5,84.666455
80,15,5,0,0,0,0,0,0,1684,49,1129,17,454,24,4,86.978612
80,15,5,0,0,0,0,0,0,1671,51,1166,16,556,30,5,87.562488
80,15,5,0,0,0,0,0,0,1602,50,1053,17,480,29,4,83.886918
80,15,5,0,0,0,0,0,0,1667,50,1132,22,538,34,5,88.775584
80,15,5,0,0,0,0,0,0,1585,50,1059,17,625,27,4,83.302355
80,15,5,0,0,0,0,0,0,1686,49,1074,13,570,35,5,87.353024
80,15,5,0,0,0,0,0,0,1504,49,1001,14,506,23,4,80.377929
80,15,5,0,0,0,0,0,0,1666,49,1134,14,536,26,3,84.484589
80,15,5,0,0,0,0,0,0,1667,52,1099,19,514,30,5,86.850345
80,15,5,0,0,0,0,0,0,1683,50,1128,13,646,26,5,89.554515
80,15,5,0,0,0,0,0,0,1485,50,991,14,449,32,5,82.178152
80,15,5,0,0,0,0,0,0,1670,50,1149,10,560,32,5,89.055225
80,15,5,0,0,0,0,0,0,1552,50,1027,14,509,28,1,77.693108
80,15,5,0,0,0,0,0,0,1639,49,1098,9,484,27,5,88.192429
80,15,5,0,0,0,0,0,0,1650,50,1126,14,500,31,5,88.454823
80,15,5,0,0,0,0,0,0,1644,49,1039,16,553,23,5,85.305463
80,15,5,0,0,0,0,0,0,1675,50,1053,14,520,16,5,85.815456
80,15,5,0,0,0,0,0,0,1580,50,1077,15,514,20,2,79.909632
80,15,5,0,0,0,0,0,0,1663,52,1117,15,546,19,3,83.193955
80,15,5,0,0,0,0,0,0,1487,50,986,15,531,22,5,81.622397
80,15,5,0,0,0,0,0,0,1681,50,1087,13,495,32,5,87.841272
